Funciones;Sexo;Edad;Periodo;Total
Tasa de mortalidad;Mujeres;32;2001;0,513729
Tasa de mortalidad;Mujeres;32;2000;0,450049
Tasa de mortalidad;Mujeres;32;1999;0,482061
Tasa de mortalidad;Mujeres;32;1998;0,462735
Tasa de mortalidad;Mujeres;32;1997;0,567002
Tasa de mortalidad;Mujeres;32;1996;0,807202
Tasa de mortalidad;Mujeres;32;1995;0,741506
Tasa de mortalidad;Mujeres;32;1994;0,705152
Tasa de mortalidad;Mujeres;32;1993;0,671454
Tasa de mortalidad;Mujeres;32;1992;0,637662
Tasa de mortalidad;Mujeres;32;1991;0,556687
Tasa de mortalidad;Mujeres;33;2020;0,291381
Tasa de mortalidad;Mujeres;33;2019;0,223246
Tasa de mortalidad;Mujeres;33;2018;0,248815
Tasa de mortalidad;Mujeres;33;2017;0,267844
Tasa de mortalidad;Mujeres;33;2016;0,234096
Tasa de mortalidad;Mujeres;33;2015;0,201293
Tasa de mortalidad;Mujeres;33;2014;0,29107
Tasa de mortalidad;Mujeres;33;2013;0,252623
Tasa de mortalidad;Mujeres;33;2012;0,270211
Tasa de mortalidad;Mujeres;33;2011;0,257527
Tasa de mortalidad;Mujeres;33;2010;0,303357
Tasa de mortalidad;Mujeres;33;2009;0,332186
Tasa de mortalidad;Mujeres;33;2008;0,324518
Tasa de mortalidad;Mujeres;33;2007;0,342311
Tasa de mortalidad;Mujeres;33;2006;0,377809
Tasa de mortalidad;Mujeres;33;2005;0,431398
Tasa de mortalidad;Mujeres;33;2004;0,379255
Tasa de mortalidad;Mujeres;33;2003;0,432925
Tasa de mortalidad;Mujeres;33;2002;0,496738
Tasa de mortalidad;Mujeres;33;2001;0,51302
Tasa de mortalidad;Mujeres;33;2000;0,510079
Tasa de mortalidad;Mujeres;33;1999;0,616134
Tasa de mortalidad;Mujeres;33;1998;0,518696
Tasa de mortalidad;Mujeres;33;1997;0,642576
Tasa de mortalidad;Mujeres;33;1996;0,869934
Tasa de mortalidad;Mujeres;33;1995;0,724756
Tasa de mortalidad;Mujeres;33;1994;0,834439
Tasa de mortalidad;Mujeres;33;1993;0,637945
Tasa de mortalidad;Mujeres;33;1992;0,702307
Tasa de mortalidad;Mujeres;33;1991;0,65948
Tasa de mortalidad;Mujeres;34;2020;0,265277
Tasa de mortalidad;Mujeres;34;2019;0,292411
Tasa de mortalidad;Mujeres;34;2018;0,308403
Tasa de mortalidad;Mujeres;34;2017;0,246064
Tasa de mortalidad;Mujeres;34;2016;0,285617
Tasa de mortalidad;Mujeres;34;2015;0,289463
Tasa de mortalidad;Mujeres;34;2014;0,29042
Tasa de mortalidad;Mujeres;34;2013;0,259411
Tasa de mortalidad;Mujeres;34;2012;0,288777
Tasa de mortalidad;Mujeres;34;2011;0,330774
Tasa de mortalidad;Mujeres;34;2010;0,336753
Tasa de mortalidad;Mujeres;34;2009;0,352468
Tasa de mortalidad;Mujeres;34;2008;0,373214
Tasa de mortalidad;Mujeres;34;2007;0,381804
Tasa de mortalidad;Mujeres;34;2006;0,400164
Tasa de mortalidad;Mujeres;34;2005;0,456501
Tasa de mortalidad;Mujeres;34;2004;0,450953
Tasa de mortalidad;Mujeres;34;2003;0,504495
Tasa de mortalidad;Mujeres;34;2002;0,46109
Tasa de mortalidad;Mujeres;34;2001;0,545689
Tasa de mortalidad;Mujeres;34;2000;0,507027
Tasa de mortalidad;Mujeres;34;1999;0,495037
Tasa de mortalidad;Mujeres;34;1998;0,596263
Tasa de mortalidad;Mujeres;34;1997;0,654031
Tasa de mortalidad;Mujeres;34;1996;0,691472
Tasa de mortalidad;Mujeres;34;1995;0,830477
Tasa de mortalidad;Mujeres;34;1994;0,718484
Tasa de mortalidad;Mujeres;34;1993;0,674951
Tasa de mortalidad;Mujeres;34;1992;0,635891
Tasa de mortalidad;Mujeres;34;1991;0,664083
Tasa de mortalidad;Mujeres;35;2020;0,338956
Tasa de mortalidad;Mujeres;35;2019;0,304425
Tasa de mortalidad;Mujeres;35;2018;0,344527
Tasa de mortalidad;Mujeres;35;2017;0,347914
Tasa de mortalidad;Mujeres;35;2016;0,338391
Tasa de mortalidad;Mujeres;35;2015;0,277864
Tasa de mortalidad;Mujeres;35;2014;0,295883
Tasa de mortalidad;Mujeres;35;2013;0,332102
Tasa de mortalidad;Mujeres;35;2012;0,336952
Tasa de mortalidad;Mujeres;35;2011;0,324388
Tasa de mortalidad;Mujeres;35;2010;0,379402
Tasa de mortalidad;Mujeres;35;2009;0,421759
Tasa de mortalidad;Mujeres;35;2008;0,483171
Tasa de mortalidad;Mujeres;35;2007;0,382966
Tasa de mortalidad;Mujeres;35;2006;0,416567
Tasa de mortalidad;Mujeres;35;2005;0,505335
Tasa de mortalidad;Mujeres;35;2004;0,490055
Tasa de mortalidad;Mujeres;35;2003;0,533814
Tasa de mortalidad;Mujeres;35;2002;0,537837
Tasa de mortalidad;Mujeres;35;2001;0,527741
Tasa de mortalidad;Mujeres;35;2000;0,546701
Tasa de mortalidad;Mujeres;35;1999;0,632994
Tasa de mortalidad;Mujeres;35;1998;0,558212
Tasa de mortalidad;Mujeres;35;1997;0,629022
Tasa de mortalidad;Mujeres;35;1996;0,810112
Tasa de mortalidad;Mujeres;35;1995;0,861434
Tasa de mortalidad;Mujeres;35;1994;0,709267
Tasa de mortalidad;Mujeres;35;1993;0,751329
Tasa de mortalidad;Mujeres;35;1992;0,734312
Tasa de mortalidad;Mujeres;35;1991;0,72849
Tasa de mortalidad;Mujeres;36;2020;0,394331
Tasa de mortalidad;Mujeres;36;2019;0,275587
Tasa de mortalidad;Mujeres;36;2018;0,330713
Tasa de mortalidad;Mujeres;36;2017;0,300337
Tasa de mortalidad;Mujeres;36;2016;0,319313
Tasa de mortalidad;Mujeres;36;2015;0,410977
Tasa de mortalidad;Mujeres;36;2014;0,334401
Tasa de mortalidad;Mujeres;36;2013;0,384679
Tasa de mortalidad;Mujeres;36;2012;0,382468
Tasa de mortalidad;Mujeres;36;2011;0,419214
Tasa de mortalidad;Mujeres;36;2010;0,398284
Tasa de mortalidad;Mujeres;36;2009;0,472609
Tasa de mortalidad;Mujeres;36;2008;0,511679
Tasa de mortalidad;Mujeres;36;2007;0,493221
Tasa de mortalidad;Mujeres;36;2006;0,505953
Tasa de mortalidad;Mujeres;36;2005;0,620626
Tasa de mortalidad;Mujeres;36;2004;0,547961
Tasa de mortalidad;Mujeres;36;2003;0,624633
Tasa de mortalidad;Mujeres;36;2002;0,592233
Tasa de mortalidad;Mujeres;36;2001;0,638518
Tasa de mortalidad;Mujeres;36;2000;0,708948
Tasa de mortalidad;Mujeres;36;1999;0,55856
Tasa de mortalidad;Mujeres;36;1998;0,694218
Tasa de mortalidad;Mujeres;36;1997;0,655496
Tasa de mortalidad;Mujeres;36;1996;0,787996
Tasa de mortalidad;Mujeres;36;1995;0,862106
Tasa de mortalidad;Mujeres;36;1994;0,761898
Tasa de mortalidad;Mujeres;36;1993;0,821737
Tasa de mortalidad;Mujeres;36;1992;0,661334
Tasa de mortalidad;Mujeres;36;1991;0,770394
Tasa de mortalidad;Mujeres;37;2020;0,450886
Tasa de mortalidad;Mujeres;37;2019;0,368531
Tasa de mortalidad;Mujeres;37;2018;0,361268
Tasa de mortalidad;Mujeres;37;2017;0,420541
Tasa de mortalidad;Mujeres;37;2016;0,416649
Tasa de mortalidad;Mujeres;37;2015;0,333035
Tasa de mortalidad;Mujeres;37;2014;0,392417
Tasa de mortalidad;Mujeres;37;2013;0,470152
Tasa de mortalidad;Mujeres;37;2012;0,470288
Tasa de mortalidad;Mujeres;37;2011;0,438692
Tasa de mortalidad;Mujeres;37;2010;0,476887
Tasa de mortalidad;Mujeres;37;2009;0,445927
Tasa de mortalidad;Mujeres;37;2008;0,497306
Tasa de mortalidad;Mujeres;37;2007;0,538551
Tasa de mortalidad;Mujeres;37;2006;0,619847
Tasa de mortalidad;Mujeres;37;2005;0,624274
Tasa de mortalidad;Mujeres;37;2004;0,61825
Tasa de mortalidad;Mujeres;37;2003;0,664978
Tasa de mortalidad;Mujeres;37;2002;0,701096
Tasa de mortalidad;Mujeres;37;2001;0,716244
Tasa de mortalidad;Mujeres;37;2000;0,707383
Tasa de mortalidad;Mujeres;37;1999;0,65177
Tasa de mortalidad;Mujeres;37;1998;0,636049
Tasa de mortalidad;Mujeres;37;1997;0,767899
Tasa de mortalidad;Mujeres;37;1996;0,820995
Tasa de mortalidad;Mujeres;37;1995;0,810324
Tasa de mortalidad;Mujeres;37;1994;0,724622
Tasa de mortalidad;Mujeres;37;1993;0,7193
Tasa de mortalidad;Mujeres;37;1992;0,709168
Tasa de mortalidad;Mujeres;37;1991;0,794995
Tasa de mortalidad;Mujeres;38;2020;0,424003
Tasa de mortalidad;Mujeres;38;2019;0,422713
Tasa de mortalidad;Mujeres;38;2018;0,421252
Tasa de mortalidad;Mujeres;38;2017;0,474425
Tasa de mortalidad;Mujeres;38;2016;0,400435
Tasa de mortalidad;Mujeres;38;2015;0,431729
Tasa de mortalidad;Mujeres;38;2014;0,470453
Tasa de mortalidad;Mujeres;38;2013;0,475883
Tasa de mortalidad;Mujeres;38;2012;0,523689
Tasa de mortalidad;Mujeres;38;2011;0,520392
Tasa de mortalidad;Mujeres;38;2010;0,473744
Tasa de mortalidad;Mujeres;38;2009;0,573768
Tasa de mortalidad;Mujeres;38;2008;0,531724
Tasa de mortalidad;Mujeres;38;2007;0,607405
Tasa de mortalidad;Mujeres;38;2006;0,67643
Tasa de mortalidad;Mujeres;38;2005;0,618492
Tasa de mortalidad;Mujeres;38;2004;0,609832
Tasa de mortalidad;Mujeres;38;2003;0,792316
Tasa de mortalidad;Mujeres;38;2002;0,710557
Tasa de mortalidad;Mujeres;38;2001;0,787347
Tasa de mortalidad;Mujeres;38;2000;0,709818
Tasa de mortalidad;Mujeres;38;1999;0,749898
Tasa de mortalidad;Mujeres;38;1998;0,787319
Tasa de mortalidad;Mujeres;38;1997;0,800423
Tasa de mortalidad;Mujeres;38;1996;0,848096
Tasa de mortalidad;Mujeres;38;1995;0,865362
Tasa de mortalidad;Mujeres;38;1994;0,916456
Tasa de mortalidad;Mujeres;38;1993;0,753433
Tasa de mortalidad;Mujeres;38;1992;0,796514
Tasa de mortalidad;Mujeres;38;1991;0,850671
Tasa de mortalidad;Mujeres;39;2020;0,444774
Tasa de mortalidad;Mujeres;39;2019;0,434022
Tasa de mortalidad;Mujeres;39;2018;0,440713
Tasa de mortalidad;Mujeres;39;2017;0,451646
Tasa de mortalidad;Mujeres;39;2016;0,495572
Tasa de mortalidad;Mujeres;39;2015;0,451619
Tasa de mortalidad;Mujeres;39;2014;0,463426
Tasa de mortalidad;Mujeres;39;2013;0,565068
Tasa de mortalidad;Mujeres;39;2012;0,474844
Tasa de mortalidad;Mujeres;39;2011;0,587656
Tasa de mortalidad;Mujeres;39;2010;0,564714
Tasa de mortalidad;Mujeres;39;2009;0,53393
Tasa de mortalidad;Mujeres;39;2008;0,678068
Tasa de mortalidad;Mujeres;39;2007;0,742838
Tasa de mortalidad;Mujeres;39;2006;0,797457
Tasa de mortalidad;Mujeres;39;2005;0,716548
Tasa de mortalidad;Mujeres;39;2004;0,765049
Tasa de mortalidad;Mujeres;39;2003;0,750533
Tasa de mortalidad;Mujeres;39;2002;0,799624
Tasa de mortalidad;Mujeres;39;2001;0,82371
Tasa de mortalidad;Mujeres;39;2000;0,778745
Tasa de mortalidad;Mujeres;39;1999;0,813161
Tasa de mortalidad;Mujeres;39;1998;0,766645
Tasa de mortalidad;Mujeres;39;1997;0,943693
Tasa de mortalidad;Mujeres;39;1996;0,844116
Tasa de mortalidad;Mujeres;39;1995;1,037049
Tasa de mortalidad;Mujeres;39;1994;0,844099
Tasa de mortalidad;Mujeres;39;1993;0,805788
Tasa de mortalidad;Mujeres;39;1992;0,880209
Tasa de mortalidad;Mujeres;39;1991;0,89566
Tasa de mortalidad;Mujeres;40;2020;0,587459
Tasa de mortalidad;Mujeres;40;2019;0,505509
Tasa de mortalidad;Mujeres;40;2018;0,519391
Tasa de mortalidad;Mujeres;40;2017;0,515562
Tasa de mortalidad;Mujeres;40;2016;0,548207
Tasa de mortalidad;Mujeres;40;2015;0,520778
Tasa de mortalidad;Mujeres;40;2014;0,560354
Tasa de mortalidad;Mujeres;40;2013;0,583755
Tasa de mortalidad;Mujeres;40;2012;0,599057
Tasa de mortalidad;Mujeres;40;2011;0,608962
Tasa de mortalidad;Mujeres;40;2010;0,689923
Tasa de mortalidad;Mujeres;40;2009;0,647336
Tasa de mortalidad;Mujeres;40;2008;0,733934
Tasa de mortalidad;Mujeres;40;2007;0,714973
Tasa de mortalidad;Mujeres;40;2006;0,823929
Tasa de mortalidad;Mujeres;40;2005;0,676861
Tasa de mortalidad;Mujeres;40;2004;0,805262
Tasa de mortalidad;Mujeres;40;2003;0,831476
Tasa de mortalidad;Mujeres;40;2002;0,820735
Tasa de mortalidad;Mujeres;40;2001;0,790164
Tasa de mortalidad;Mujeres;40;2000;1,0437
Tasa de mortalidad;Mujeres;40;1999;0,906577
Tasa de mortalidad;Mujeres;40;1998;0,967005
Tasa de mortalidad;Mujeres;40;1997;0,897892
Tasa de mortalidad;Mujeres;40;1996;1,115704
Tasa de mortalidad;Mujeres;40;1995;1,042803
Tasa de mortalidad;Mujeres;40;1994;1,040589
Tasa de mortalidad;Mujeres;40;1993;1,051677
Tasa de mortalidad;Mujeres;40;1992;0,914037
Tasa de mortalidad;Mujeres;40;1991;0,992672
Tasa de mortalidad;Mujeres;41;2020;0,520749
Tasa de mortalidad;Mujeres;41;2019;0,470029
Tasa de mortalidad;Mujeres;41;2018;0,589925
Tasa de mortalidad;Mujeres;41;2017;0,512591
Tasa de mortalidad;Mujeres;41;2016;0,625674
Tasa de mortalidad;Mujeres;41;2015;0,629045
Tasa de mortalidad;Mujeres;41;2014;0,602521
Tasa de mortalidad;Mujeres;41;2013;0,615473
Tasa de mortalidad;Mujeres;41;2012;0,641798
Tasa de mortalidad;Mujeres;41;2011;0,660098
Tasa de mortalidad;Mujeres;41;2010;0,697169
Tasa de mortalidad;Mujeres;41;2009;0,877953
Tasa de mortalidad;Mujeres;41;2008;0,854755
Tasa de mortalidad;Mujeres;41;2007;0,786141
Tasa de mortalidad;Mujeres;41;2006;0,87669
Tasa de mortalidad;Mujeres;41;2005;0,88272
Tasa de mortalidad;Mujeres;41;2004;0,858101
Tasa de mortalidad;Mujeres;41;2003;0,98559
Tasa de mortalidad;Mujeres;41;2002;1,007758
Tasa de mortalidad;Mujeres;41;2001;1,002079
Tasa de mortalidad;Mujeres;41;2000;0,922502
Tasa de mortalidad;Mujeres;41;1999;0,939301
Tasa de mortalidad;Mujeres;41;1998;0,986681
Tasa de mortalidad;Mujeres;41;1997;0,85062
Tasa de mortalidad;Mujeres;41;1996;1,035525
Tasa de mortalidad;Mujeres;41;1995;1,076821
Tasa de mortalidad;Mujeres;41;1994;0,977829
Tasa de mortalidad;Mujeres;41;1993;1,033864
Tasa de mortalidad;Mujeres;41;1992;1,012035
Tasa de mortalidad;Mujeres;41;1991;1,050462
Tasa de mortalidad;Mujeres;42;2020;0,668375
Tasa de mortalidad;Mujeres;42;2019;0,563884
Tasa de mortalidad;Mujeres;42;2018;0,591798
Tasa de mortalidad;Mujeres;42;2017;0,602541
Tasa de mortalidad;Mujeres;42;2016;0,624596
Tasa de mortalidad;Mujeres;42;2015;0,748107
Tasa de mortalidad;Mujeres;42;2014;0,713323
Tasa de mortalidad;Mujeres;42;2013;0,700911
Tasa de mortalidad;Mujeres;42;2012;0,650561
Tasa de mortalidad;Mujeres;42;2011;0,814428
Tasa de mortalidad;Mujeres;42;2010;0,750431
Tasa de mortalidad;Mujeres;42;2009;0,875205
Tasa de mortalidad;Mujeres;42;2008;0,853257
Tasa de mortalidad;Mujeres;42;2007;0,996908
Tasa de mortalidad;Mujeres;42;2006;0,856319
Tasa de mortalidad;Mujeres;42;2005;0,935589
Tasa de mortalidad;Mujeres;42;2004;0,934425
Tasa de mortalidad;Mujeres;42;2003;1,052471
Tasa de mortalidad;Mujeres;42;2002;0,889819
Tasa de mortalidad;Mujeres;42;2001;0,956913
Tasa de mortalidad;Mujeres;42;2000;1,080736
Tasa de mortalidad;Mujeres;42;1999;0,929912
Tasa de mortalidad;Mujeres;42;1998;0,996288
Tasa de mortalidad;Mujeres;42;1997;1,10145
Tasa de mortalidad;Mujeres;42;1996;1,116784
Tasa de mortalidad;Mujeres;42;1995;1,081389
Tasa de mortalidad;Mujeres;42;1994;1,13698
Tasa de mortalidad;Mujeres;42;1993;1,229639
Tasa de mortalidad;Mujeres;42;1992;1,077745
Tasa de mortalidad;Mujeres;42;1991;1,076633
Tasa de mortalidad;Mujeres;43;2020;0,714118
Tasa de mortalidad;Mujeres;43;2019;0,661204
Tasa de mortalidad;Mujeres;43;2018;0,730199
Tasa de mortalidad;Mujeres;43;2017;0,761075
Tasa de mortalidad;Mujeres;43;2016;0,654748
Tasa de mortalidad;Mujeres;43;2015;0,810044
Tasa de mortalidad;Mujeres;43;2014;0,776158
Tasa de mortalidad;Mujeres;43;2013;0,774107
Tasa de mortalidad;Mujeres;43;2012;0,834167
Tasa de mortalidad;Mujeres;43;2011;0,971758
Tasa de mortalidad;Mujeres;43;2010;0,917002
Tasa de mortalidad;Mujeres;43;2009;0,91015
Tasa de mortalidad;Mujeres;43;2008;0,938663
Tasa de mortalidad;Mujeres;43;2007;0,903516
Tasa de mortalidad;Mujeres;43;2006;1,071427
Tasa de mortalidad;Mujeres;43;2005;1,059886
Tasa de mortalidad;Mujeres;43;2004;1,03817
Tasa de mortalidad;Mujeres;43;2003;1,037852
Tasa de mortalidad;Mujeres;43;2002;1,016577
Tasa de mortalidad;Mujeres;43;2001;1,145723
Tasa de mortalidad;Mujeres;43;2000;1,070961
Tasa de mortalidad;Mujeres;43;1999;1,289185
Tasa de mortalidad;Mujeres;43;1998;1,097896
Tasa de mortalidad;Mujeres;43;1997;1,184133
Tasa de mortalidad;Mujeres;43;1996;1,266948
Tasa de mortalidad;Mujeres;43;1995;1,174854
Tasa de mortalidad;Mujeres;43;1994;1,096468
Tasa de mortalidad;Mujeres;43;1993;1,146246
Tasa de mortalidad;Mujeres;43;1992;1,165892
Tasa de mortalidad;Mujeres;43;1991;1,442557
Tasa de mortalidad;Mujeres;44;2020;0,767975
Tasa de mortalidad;Mujeres;44;2019;0,739051
Tasa de mortalidad;Mujeres;44;2018;0,692306
Tasa de mortalidad;Mujeres;44;2017;0,81168
Tasa de mortalidad;Mujeres;44;2016;0,787105
Tasa de mortalidad;Mujeres;44;2015;0,767383
Tasa de mortalidad;Mujeres;44;2014;0,933747
Tasa de mortalidad;Mujeres;44;2013;0,859682
Tasa de mortalidad;Mujeres;44;2012;0,962364
Tasa de mortalidad;Mujeres;44;2011;1,005354
Tasa de mortalidad;Mujeres;44;2010;1,081775
Tasa de mortalidad;Mujeres;44;2009;0,967816
Tasa de mortalidad;Mujeres;44;2008;1,149904
Tasa de mortalidad;Mujeres;44;2007;1,106781
Tasa de mortalidad;Mujeres;44;2006;1,194999
Tasa de mortalidad;Mujeres;44;2005;1,142193
Tasa de mortalidad;Mujeres;44;2004;1,265707
Tasa de mortalidad;Mujeres;44;2003;1,260872
Tasa de mortalidad;Mujeres;44;2002;1,158723
Tasa de mortalidad;Mujeres;44;2001;1,156869
Tasa de mortalidad;Mujeres;44;2000;1,233204
Tasa de mortalidad;Mujeres;44;1999;1,220732
Tasa de mortalidad;Mujeres;44;1998;1,196363
Tasa de mortalidad;Mujeres;44;1997;1,248196
Tasa de mortalidad;Mujeres;44;1996;1,362243
Tasa de mortalidad;Mujeres;44;1995;1,334134
Tasa de mortalidad;Mujeres;44;1994;1,280903
Tasa de mortalidad;Mujeres;44;1993;1,24648
Tasa de mortalidad;Mujeres;44;1992;1,33254
Tasa de mortalidad;Mujeres;44;1991;1,386792
Tasa de mortalidad;Mujeres;45;2020;0,899621
Tasa de mortalidad;Mujeres;45;2019;0,804478
Tasa de mortalidad;Mujeres;45;2018;0,867579
Tasa de mortalidad;Mujeres;45;2017;0,911031
Tasa de mortalidad;Mujeres;45;2016;0,928507
Tasa de mortalidad;Mujeres;45;2015;0,990104
Tasa de mortalidad;Mujeres;45;2014;1,123579
Tasa de mortalidad;Mujeres;45;2013;0,999193
Tasa de mortalidad;Mujeres;45;2012;0,966064
Tasa de mortalidad;Mujeres;45;2011;0,998454
Tasa de mortalidad;Mujeres;45;2010;1,078482
Tasa de mortalidad;Mujeres;45;2009;1,167956
Tasa de mortalidad;Mujeres;45;2008;1,198987
Tasa de mortalidad;Mujeres;45;2007;1,26374
Tasa de mortalidad;Mujeres;45;2006;1,244691
Tasa de mortalidad;Mujeres;45;2005;1,204451
Tasa de mortalidad;Mujeres;45;2004;1,297315
Tasa de mortalidad;Mujeres;45;2003;1,407612
Tasa de mortalidad;Mujeres;45;2002;1,237383
Tasa de mortalidad;Mujeres;45;2001;1,312155
Tasa de mortalidad;Mujeres;45;2000;1,251347
Tasa de mortalidad;Mujeres;45;1999;1,39184
Tasa de mortalidad;Mujeres;45;1998;1,299848
Tasa de mortalidad;Mujeres;45;1997;1,359405
Tasa de mortalidad;Mujeres;45;1996;1,302319
Tasa de mortalidad;Mujeres;45;1995;1,369661
Tasa de mortalidad;Mujeres;45;1994;1,519861
Tasa de mortalidad;Mujeres;45;1993;1,31062
Tasa de mortalidad;Mujeres;45;1992;1,295557
Tasa de mortalidad;Mujeres;45;1991;1,451532
Tasa de mortalidad;Mujeres;46;2020;0,944111
Tasa de mortalidad;Mujeres;46;2019;0,845183
Tasa de mortalidad;Mujeres;46;2018;0,945739
Tasa de mortalidad;Mujeres;46;2017;0,941408
Tasa de mortalidad;Mujeres;46;2016;1,020697
Tasa de mortalidad;Mujeres;46;2015;1,083085
Tasa de mortalidad;Mujeres;46;2014;1,049708
Tasa de mortalidad;Mujeres;46;2013;1,084272
Tasa de mortalidad;Mujeres;46;2012;1,125952
Tasa de mortalidad;Mujeres;46;2011;1,146081
Tasa de mortalidad;Mujeres;46;2010;1,22783
Tasa de mortalidad;Mujeres;46;2009;1,33094
Tasa de mortalidad;Mujeres;46;2008;1,304935
Tasa de mortalidad;Mujeres;46;2007;1,296603
Tasa de mortalidad;Mujeres;46;2006;1,332535
Tasa de mortalidad;Mujeres;46;2005;1,435065
Tasa de mortalidad;Mujeres;46;2004;1,355701
Tasa de mortalidad;Mujeres;46;2003;1,510955
Tasa de mortalidad;Mujeres;46;2002;1,472612
Tasa de mortalidad;Mujeres;46;2001;1,432214
Tasa de mortalidad;Mujeres;46;2000;1,419206
Tasa de mortalidad;Mujeres;46;1999;1,374807
Tasa de mortalidad;Mujeres;46;1998;1,416924
Tasa de mortalidad;Mujeres;46;1997;1,471827
Tasa de mortalidad;Mujeres;46;1996;1,206122
Tasa de mortalidad;Mujeres;46;1995;1,316932
Tasa de mortalidad;Mujeres;46;1994;1,621046
Tasa de mortalidad;Mujeres;46;1993;1,336652
Tasa de mortalidad;Mujeres;46;1992;1,488513
Tasa de mortalidad;Mujeres;46;1991;1,588969
Tasa de mortalidad;Mujeres;47;2020;1,075381
Tasa de mortalidad;Mujeres;47;2019;1,140697
Tasa de mortalidad;Mujeres;47;2018;1,115378
Tasa de mortalidad;Mujeres;47;2017;1,133909
Tasa de mortalidad;Mujeres;47;2016;1,130446
Tasa de mortalidad;Mujeres;47;2015;1,192978
Tasa de mortalidad;Mujeres;47;2014;1,200395
Tasa de mortalidad;Mujeres;47;2013;1,296084
Tasa de mortalidad;Mujeres;47;2012;1,265054
Tasa de mortalidad;Mujeres;47;2011;1,340762
Tasa de mortalidad;Mujeres;47;2010;1,370189
Tasa de mortalidad;Mujeres;47;2009;1,431804
Tasa de mortalidad;Mujeres;47;2008;1,374415
Tasa de mortalidad;Mujeres;47;2007;1,50031
Tasa de mortalidad;Mujeres;47;2006;1,444744
Tasa de mortalidad;Mujeres;47;2005;1,522387
Tasa de mortalidad;Mujeres;47;2004;1,491106
Tasa de mortalidad;Mujeres;47;2003;1,639264
Tasa de mortalidad;Mujeres;47;2002;1,500154
Tasa de mortalidad;Mujeres;47;2001;1,502841
Tasa de mortalidad;Mujeres;47;2000;1,542745
Tasa de mortalidad;Mujeres;47;1999;1,57886
Tasa de mortalidad;Mujeres;47;1998;1,720514
Tasa de mortalidad;Mujeres;47;1997;1,36077
Tasa de mortalidad;Mujeres;47;1996;1,459986
Tasa de mortalidad;Mujeres;47;1995;1,715081
Tasa de mortalidad;Mujeres;47;1994;1,701962
Tasa de mortalidad;Mujeres;47;1993;1,663917
Tasa de mortalidad;Mujeres;47;1992;1,663727
Tasa de mortalidad;Mujeres;47;1991;1,778609
Tasa de mortalidad;Mujeres;48;2020;1,191273
Tasa de mortalidad;Mujeres;48;2019;1,2008
Tasa de mortalidad;Mujeres;48;2018;1,096939
Tasa de mortalidad;Mujeres;48;2017;1,345366
Tasa de mortalidad;Mujeres;48;2016;1,343521
Tasa de mortalidad;Mujeres;48;2015;1,325925
Tasa de mortalidad;Mujeres;48;2014;1,306514
Tasa de mortalidad;Mujeres;48;2013;1,418333
Tasa de mortalidad;Mujeres;48;2012;1,529361
Tasa de mortalidad;Mujeres;48;2011;1,43642
Tasa de mortalidad;Mujeres;48;2010;1,374042
Tasa de mortalidad;Mujeres;48;2009;1,430617
Tasa de mortalidad;Mujeres;48;2008;1,578434
Tasa de mortalidad;Mujeres;48;2007;1,544699
Tasa de mortalidad;Mujeres;48;2006;1,529694
Tasa de mortalidad;Mujeres;48;2005;1,580637
Tasa de mortalidad;Mujeres;48;2004;1,689896
Tasa de mortalidad;Mujeres;48;2003;1,815546
Tasa de mortalidad;Mujeres;48;2002;1,630521
Tasa de mortalidad;Mujeres;48;2001;1,712155
Tasa de mortalidad;Mujeres;48;2000;1,531819
Tasa de mortalidad;Mujeres;48;1999;1,730453
Tasa de mortalidad;Mujeres;48;1998;1,539814
Tasa de mortalidad;Mujeres;48;1997;1,56745
Tasa de mortalidad;Mujeres;48;1996;1,761196
Tasa de mortalidad;Mujeres;48;1995;1,717323
Tasa de mortalidad;Mujeres;48;1994;1,713584
Tasa de mortalidad;Mujeres;48;1993;1,788505
Tasa de mortalidad;Mujeres;48;1992;1,760611
Tasa de mortalidad;Mujeres;48;1991;1,892646
Tasa de mortalidad;Mujeres;49;2020;1,387511
Tasa de mortalidad;Mujeres;49;2019;1,288553
Tasa de mortalidad;Mujeres;49;2018;1,42775
Tasa de mortalidad;Mujeres;49;2017;1,4038
Tasa de mortalidad;Mujeres;49;2016;1,29193
Tasa de mortalidad;Mujeres;49;2015;1,422857
Tasa de mortalidad;Mujeres;49;2014;1,459433
Tasa de mortalidad;Mujeres;49;2013;1,527117
Tasa de mortalidad;Mujeres;49;2012;1,560044
Tasa de mortalidad;Mujeres;49;2011;1,682152
Tasa de mortalidad;Mujeres;49;2010;1,585533
Tasa de mortalidad;Mujeres;49;2009;1,777506
Tasa de mortalidad;Mujeres;49;2008;1,75518
Tasa de mortalidad;Mujeres;49;2007;1,654825
Tasa de mortalidad;Mujeres;49;2006;1,55907
Tasa de mortalidad;Mujeres;49;2005;1,722769
Tasa de mortalidad;Mujeres;49;2004;1,626239
Tasa de mortalidad;Mujeres;49;2003;1,769333
Tasa de mortalidad;Mujeres;49;2002;1,882328
Tasa de mortalidad;Mujeres;49;2001;1,755288
Tasa de mortalidad;Mujeres;49;2000;1,761355
Tasa de mortalidad;Mujeres;49;1999;1,72261
Tasa de mortalidad;Mujeres;49;1998;1,545682
Tasa de mortalidad;Mujeres;49;1997;1,843319
Tasa de mortalidad;Mujeres;49;1996;1,800761
Tasa de mortalidad;Mujeres;49;1995;1,737882
